text,vader_sentiment,vader_sentiment_label,
ugh i need a job but no one is hiring,-0.5719,Negative,
On the way back to dublin Omg didnt hit the bed until 530  so i am so sleepy   but once again on the road back to good ole  dublin :-p ...,0.7964,Positive,
I don`t wanna work a 10-hour shift today! I`d rather whisper sweet-nothings into the earpiece of a lady friend`s cellphone.,0,Neutral,
 Internet 1 drawing 0 ....**** I`m backing up blackberry files which could take hours  then to the drawing preps done,0.0258,Positive,
 when i have to make a decision like that i always choose Black.....,0.3612,Positive,
I`m suffering from restless legs and butt syndrome.,-0.6369,Negative,
 hey when are you next in the UK?,0,Neutral,
 hope you have a nice relaxing day!!! hope your well  wishing you all the best,0.9632,Positive,
Has got to go to work with a slight hangover gd nite thou,0,Neutral,
 HAPPY MOTHERS DAY VICKY!!!! AND TO ALL THE OTHER MOTHERS WHO READ THIS!!!,0.7067,Positive,
"i`m sunburnt on my arms, and i have burnt my mouth, and some skin is coming off",0,Neutral,
staying home because I`m badass.,-0.1531,Negative,
 Really bad ones are also classic.,-0.5849,Negative,
I want it to be summer. NOW. why is it sprinkling STILL!?!?,0.3058,Positive,
My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that`s all i wanted for my birthday,-0.7964,Negative,
the voter paint just peeled off my skin. or maybe my skin just peeled off with the voter paint,0,Neutral,
wake~n~bake monday,0,Neutral,
" I can`t say I`ve tried, but then again, I haven`t tried with a sword either   Not yet, anyway.",0,Neutral,
This weekend has been probably the best and there is still another day to go!!,0.6988,Positive,
 TestFest was weer een groot succes,0,Neutral,
No pool today.   Stupid weather.,-0.6808,Negative,
@_YoureMyHeroine :`( i really know how you feelin. i wish i could hug you,0.7003,Positive,
 he not getting off early?,0,Neutral,
I`m going to estonia!  woohoo!!,0.6341,Positive,
_stjohn That`s what we hope for!,0.4926,Positive,
I meant looking like a tiger - stupid predictive text,-0.2263,Negative,
just finished playing mahjong. I lost $38 to Mag and Weisheng!,-0.2003,Negative,
My new site is stuck in the Google sandpit now  Test of my skills until it comes back out!,-0.3164,Negative,
thanks to  and i`m now on twitter!,0.4926,Positive,
i`m oh so very bored!  buut.. almost 2 days til i leave for france!,-0.4925,Negative,
to overcome whatever darts the enemy may try and stop you with. We`ve gotta stay focused tweetz!  God bless you.,0.2714,Positive,
"_kimmeh Me too, I miss it.  I, however, will #humpthestump for the rest of my life.",-0.1531,Negative,
can`t help but feel today will be a massive Michael Jackson rumour day.  [Cue all the MJ haters...],0.2144,Positive,
I`ve just about made it all the way round the park jogging. Quite pleased for my 6th outing,0.4927,Positive,
ipod died today,-0.5574,Negative,
 is new van a nice one,0.4215,Positive,
Birthday girl in the house!! Tweet tweet suckas,0,Neutral,
My fingers hurt,-0.5267,Negative,
Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!!  good to meet you all!,0.6209,Positive,
" the old blue G4 is too slow to code on nowadays, I have a laptop I`ve borrowed from work ++ lets me lounge while I browse",0,Neutral,
_ess Since T will be away - COME TO TUCSON!!!,0,Neutral,
Saw the blink show from the tmobile party. I`m speachless,0.4019,Positive,
Homework. ew fml. Should I pull an all nighter? I think I`m gonna have to again,0,Neutral,
" when u go, LMK. Let`s go together",0,Neutral,
watching my tiny nephew  perfect baby,0.5719,Positive,
"Happy Mothers Day to all the Moms  It`s a tough job, but totally worth it!",0.6348,Positive,
I gave up on tumblr because the API isn`t pointing to the private account,0,Neutral,
"Oh insomnia, I hate you. I`m bored of staring at my ceiling, cano go sleepnow please?",-0.5423,Negative,
two o`clock please come faster,0.3182,Positive,
 : nooo  i don`t know why...i click on TweetDeck_0_25_manual_Blink182.air and it doesn`t run!! so sad...,0,Neutral,
_arcelay http://twitpic.com/4xvw2 - I got chased by a male chihuahua that looked like he was pregnant today  He was black and  ...,0.3612,Positive,
walked home in the rain.,0,Neutral,
 ahaha thats okay and thanks,0.5859,Positive,
 and  why are u two fighting.,-0.3612,Negative,
" Indeed, twitter is where its at mate, its all happening on here.  Enjoy. Hope to see you arou.. http://twurl.nl/j4o1xe",0.7269,Positive,
" I just want to say: Both you,Taylor Swift, and Hayley Williams have a great and lovely voice!",0.8832,Positive,
Watching h&a! Got new photos for myy room  Waiting for Ulise to get home.,0,Neutral,
I have been playing skate for two hours. Now i need to get out and actually skate. But it`s too late,0.1027,Positive,
" If the drive is automatically ejecting supported discs (ie CD-R), and you can`t boot from a disc, it`s time for AppleCare",0.3182,Positive,
omfg. one of the worst days ever!,-0.6588,Negative,
i love the dreambears!.. i want a **** best friend!,0.9258,Positive,
ROFL - me too.,0.6633,Positive,
_louise  bless ya... I know that feeling all too well!,0.69,Positive,
Working during graduation. What a shame.,-0.4767,Negative,
" Penguins win in OT, probably why you were busy.  One more game to win.",0.8225,Positive,
 Dang I should have stuck with him in my fantasty picks,-0.25,Negative,
" ...oh. hahahahahaha but no, seriously, i tell the wait staff they look great all the time, its the easiest nice thing to do",0.8807,Positive,
subway  im going to get subway....  love it! ate it often when i was in new zealand....,0.6696,Positive,
" eh, june 15th  are you going to the signing on the 18th, i think it is? x",0,Neutral,
   What are you designing?,0,Neutral,
" or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song",0.1027,Positive,
Watching snl because the love of my life is hosting,0.6369,Positive,
11:11 I made a wish,0.4019,Positive,
Listening to maylene and wondering why cant I pull off as many cool southern metal licks as them,0.3182,Positive,
 poor tony  come play scrabble on facebook!,-0.2481,Negative,
 awe,0,Neutral,
 follow me??,0,Neutral,
"I love these App things, it be hella awesome bro.",0.8622,Positive,
" Ah!  Gotcha.  Well, I`m curious to hear what you thought of Wolverine then. (if you actually went and saw it).",0.5707,Positive,
 I need to buy it for the iPhone. It`s such a good app. Only works on WI-FI though,0.4404,Positive,
I wanna do something tonight after work.... But I dunno what...,0,Neutral,
My car has an alarm & immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,-0.6763,Negative,
Hello TwitterFon. I`m so glad you`re back,0.5949,Positive,
 i think you should follow me. as i only have on follower. stalk me please,0.3182,Positive,
 fingers crossed for you.,0,Neutral,
: Awesome. Tell me if its good. I might watch it,0.7906,Positive,
"@ MGM grand, mraz on stage! No doubling back opener.  lots of old memories flooding back",0.2714,Positive,
 not quite as much...hmmm products in US that are not in Canada?? Idk  Do you have covergirl?,0.211,Positive,
Almost ready for new Beta.... until we found a showstopping bug   Please standby.,0.5434,Positive,
 *hugs* why?,0,Neutral,
"@ my sisters crying my eyes out, hubby called from Iraq, spoke for n2 minutes heard popping sounds in the background and call dropped.",-0.4767,Negative,
"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I`m officially moved from Knoxville.",-0.6113,Negative,
Uh-oh...it`s becoming grey again out here. I hope it`s not one of those 'pop-up showers' on the way.,0.4767,Positive,
 girl you know beauty has a price,0.5859,Positive,
my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,0,Neutral,
It`s officially the start and the end of my summer. Oh summer school,0,Neutral,
 oh mann... Me likey that!! But sadly I`m not bein auctioned on #twpp tonight,-0.6467,Negative,
Ill catch you at the very last second,-0.4215,Negative,
Ugh. My feet feel like they`re going to fall off.,-0.0772,Negative,
Going to bed...going back to Korea tomorrow,0,Neutral,
 Hell yes. I`m too late.,-0.4404,Negative,
 Perhaps they see it as the twitter version of pulling someone`s pigtails? Let me know if that works out for you.,0,Neutral,
I`m doing an advert 4 the Make-A-Wish foundation & I can`t find photos of kids looking close to death... that`s a good thing for the kids,0.4404,Positive,
" Hi Isla! I hope it does, too.",0.4926,Positive,
Only 5mins till my baby`s back from work,0,Neutral,
need some Pizza...can`t get out of office,0,Neutral,
Bollywood fims & egyptian tea,0,Neutral,
"I am having serious cig craving... head for kitchen, let the non smoker weight gain begin",0.4767,Positive,
is seriously heartbroken!!!,-0.783,Negative,
Sticks and stones may break my bones...but words will hurt forever.,-0.5267,Negative,
Up and at`m   getting ready for work,0.3612,Positive,
" Hey Kevin! Yeah, this one`s gonna be a toughie for sure - not much sleep. Oh well, only 8 hours to go",0.636,Positive,
Oh no!!!!! It`s raining on our Sea World parade  http://yfrog.com/0wvnpj,0,Neutral,
I`m loving Please Don`t Leave Me by Pink!,0.7424,Positive,
 thanks for the answer  I had been wondering the whole week,0.4404,Positive,
back time.  I wish I was a teenager again. I wish I could feel healthy again. I can`t remember what it`s like to feel healthy anymore.,0.9062,Positive,
 me too! i wish it would just say who has unfollowed,0.4574,Positive,
@_NyLana_ An! Happy Mother`s Day!,0.6467,Positive,
Phase 2 was a success. Self discovery is vital. Phase 3 is only mins away. Cool & Classy baby! Shout out 2 'D' yeah mane!,0.9167,Positive,
_preet haha one of the many reasons I love you,0.802,Positive,
 Always welcome sweetie! *HUGS*,0.7574,Positive,
"Last day of the TV up-fronts w/ our colleagues from Sydney, Paris, London...",0,Neutral,
"_tweets I wish I could be there to give you the biggest hug right now. I`m so sorry, I can`t imagine how painful it must be",0.2866,Positive,
 a bit too early for me and wanting to have nice lunch too... have a good time,0.6908,Positive,
 Is It The Bit Where Hollie Started Crying?,-0.4767,Negative,
"Finally home after a night of dinner and drinking with friends.  Going to sleep now, hoping the bed doesn`t spin too much.",0.7096,Positive,
wow heather,0.5859,Positive,
Time for school  i`m feelin good.. 5 AM jogs do good. ~aloha,0.4404,Positive,
 then stop staying out all night,-0.296,Negative,
  i jus listened 2 `not okay` it`s nice i lik it.. I`ve been thinkin abt thomas throughout e whole song..  luv ya,0.4215,Positive,
 I am soooo disapoointed I couldn`t make it  I will be there next time! Glad it was productive.,0.5093,Positive,
Just joined Twitter hehe,0,Neutral,
"_dubbs curse you, igloo dwellers!!",-0.658,Negative,
 Hahahahahahahaha hope so.. I hope you`ll like it,0.8074,Positive,
_Lee I loveee and missss my annie!!,0,Neutral,
Oh my ex / room mate is moving out today,0,Neutral,
is awake.  Still feeling sick.     But I got the blog done at least. http://plurk.com/p/x17t9,-0.2263,Negative,
Take me with u eric,0,Neutral,
Today felt so much more crazy than it was!!  I digg the new addition to the family! there pretty cool,0.5298,Positive,
random night of fun  now im chillin at home.. happy mothers day!,0.807,Positive,
  i agree with  come to canberra! we are the raddest!,0.4738,Positive,
 Skinny dipping with work colleagues?!  Maybe not.  I`d never live it down with this lot!,0,Neutral,
 finished listening to Last Days of Krypton`s audio book! Loved it...so sad though...,0.2714,Positive,
 A rare treat b/c we`re rarely ap and at `em that early!  But we may make opening bell at the PDX Farmers Mkt a new goal.,0.2828,Positive,
Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won`t deliver to Zimbabwe,-0.5574,Negative,
"Thank you all new, first time Japa Dog customers! Twitter spreads the word! We like new customers",0.6792,Positive,
" - I read that as follows: 'I`m a what?! What`d I do? Yes, she is rather simple. I miss you dicks too...   '",0.4122,Positive,
"New chic just texted me saying 'Thanks for the e-mail' but didn`t answer to my question, might need to look for newer chic now",0.631,Positive,
_Fur_Laxis It makes me feel physically sick. I read Let The Right One In and was only horrified by the cat violence.  Just horrible,-0.9371,Negative,
" Good Grief! I can`t say much, I was driving home from Martin through IKE last fall. Be interesting to hear what he says!",0.4559,Positive,
storming outside,0,Neutral,
